EmployeeID,EmployeeName,Position,HireDate
4080,Norton Arman,supervisor,6/29/1915
2351,Alfred Murgatroyd,customer service representative,1/6/1973
6245,Cristie Manifould,manager,6/18/1901
8197,Wilfred Godrich,cleaner,5/9/1916
1464,Edwina Painter,assistant manager,1/24/1917
5586,Marysa Tofanini,sales associate,4/12/1943
4027,Keenan Whetnall,customer service representative,10/29/1973
3830,Genny Sibbet,stock clerk,5/24/1924
9244,Ezekiel Sollas,stock clerk,7/12/1928
6299,Latia Chalcot,assistant manager,6/18/1925
5671,Elicia Maltster,customer service representative,9/12/2000
4707,Patric Tattershall,manager,7/26/2006
9452,Quinlan Idenden,cleaner,7/15/1905
3165,Matthias Lyes,security guard,6/7/1931
9750,Bren MacDwyer,manager,4/24/1941
689,Shaughn Woolard,cleaner,8/9/1993
450,Jarrad Dilliway,stock clerk,11/15/1970
7307,Lucas Ortet,assistant manager,12/10/1905
9724,Rosina O'Doghesty,vendor,1/13/1966
1908,Andee Radborn,supervisor,12/20/1953
8705,Elsie Tookill,customer service representative,1/28/1903
6216,Elka Waldera,security guard,7/31/1978
7291,Marrissa Shrimpton,vendor,1/31/2017
4445,Nora Meeking,customer service representative,5/31/1970
7773,Nonnah Lansdowne,customer service representative,4/28/2007
1252,Reed Duncklee,security guard,7/15/1976
380,Brad Earlam,cashier,8/24/2018
4959,Viviyan Lesper,sales associate,12/23/1931
9712,Ludvig Duigan,vendor,3/11/1958
3433,Benedetto Shovlin,customer service representative,2/9/2019
3048,Blakeley Chivers,assistant manager,4/13/1967
752,Carly Rickardes,customer service representative,1/13/2004
5450,Thornie Edinburgh,cleaner,5/13/1909
6584,Tandie Southern,customer service representative,3/4/2015
4754,Kinsley Firle,stock clerk,3/3/2024
7122,Archibaldo Juden,assistant manager,6/14/1966
9827,Matthiew Killcross,cashier,1/22/2024
4552,Alonso Roxbee,customer service representative,11/26/2006
371,Blondell Tissier,sales associate,12/27/1906
3415,Lyon Bearcroft,sales associate,8/27/2001
6127,Ediva Grennan,customer service representative,3/7/1981
4260,Gar Beadell,vendor,10/19/1924
988,Cindi Laugier,sales associate,5/28/1915
2370,Kai MacRury,assistant manager,8/15/2021
1682,Hakim Vickers,cleaner,10/21/1905
265,Duke Wolseley,assistant manager,5/28/1932
9349,Ailis Kimmons,manager,3/16/1916
7108,Gaston Kristufek,assistant manager,7/20/1986
7151,Wolfy Millan,vendor,2/12/2019
3328,Conny Neads,vendor,2/19/1918
543,Terrence Aldhouse,cashier,7/13/2011
9182,Osbourne Quaintance,security guard,5/6/1953
8034,Morgen Sackey,supervisor,5/14/1917
3849,Richard Fearne,cashier,9/28/1928
4504,Minnie Cassie,manager,4/25/2023
8077,Hester Phython,sales associate,10/2/1909
2921,Reuven Goldbourn,stock clerk,7/10/1914
2517,Abrahan Arnowicz,supervisor,9/9/1932
557,Truman Ramos,customer service representative,10/27/1998
2071,Elbertine Starten,manager,11/24/1921
1769,Janey Halwell,security guard,12/14/1969
2369,Maximo Yanyushkin,manager,8/6/1975
5348,Annabelle De Vile,supervisor,7/4/1905
4857,Royall Rosewall,manager,1/12/1954
8900,Lina Austing,sales associate,8/23/1998
9534,Jacenta Norvell,vendor,1/6/1997
1170,Stefa Garford,manager,12/11/1900
1550,Minta Ference,cleaner,7/12/1956
9256,Percival Gawler,manager,8/7/1941
5730,Gabbey Michelmore,security guard,10/2/1951
6786,Rube Pesticcio,security guard,10/8/1928
460,Xylina Laban,vendor,2/5/1971
9100,Stefan Ivie,manager,2/16/1980
2966,Waite Ardley,supervisor,4/23/1915
7063,Mariquilla Yve,vendor,10/15/2016
7751,Wylma Gueste,manager,8/17/1994
4557,Pietro Denyagin,cleaner,4/5/2008
1325,Marvin Gatehouse,assistant manager,9/23/1967
6415,Devonna Keedwell,stock clerk,8/18/1930
5990,Cob Upfold,vendor,9/10/1994
6566,Catriona Scrase,cashier,11/1/1981
451,Gayle Scaice,cashier,7/28/1943
5626,Rachel Russe,security guard,5/7/1993
982,Eleanore McMurtyr,customer service representative,5/3/1910
5281,Daffie Taffee,cleaner,7/23/1925
8308,Marsh Cottie,supervisor,11/20/1964
7713,Jolynn Geikie,security guard,7/18/1925
8208,Rogers Sunnucks,cleaner,12/19/1936
4742,Teodor Almon,stock clerk,7/10/1908
359,Ced McCrory,customer service representative,1/25/2011
1227,Falkner Raff,supervisor,9/30/1900
1958,Vic MacBarron,supervisor,10/19/1974
9867,Jaimie Spiby,customer service representative,2/14/1995
1781,Hadrian Defont,assistant manager,6/1/1909
7016,Veronika McCartney,cleaner,1/26/1978
4678,Chloe Ewing,sales associate,7/23/1907
8362,Raddy Daverin,vendor,7/3/1940
6574,Felike Scargill,manager,5/25/1984
5567,Tildi Romao,cleaner,5/23/1934
7382,Marietta McNiven,assistant manager,10/25/1903
7199,Craig Gouny,sales associate,9/15/1970
2450,Domeniga Porson,security guard,2/7/1923
1100,Bronson Pinare,cleaner,4/8/1906
9463,Octavius Bowbrick,cleaner,8/18/1953
2673,Olive Dmych,sales associate,5/30/1945
1363,Prince Prescot,assistant manager,1/8/2003
295,Andros Assante,stock clerk,6/7/2000
8336,Hersch Marczyk,stock clerk,2/21/2017
9239,Nickolas Wapple,assistant manager,4/28/1934
560,Howie Creech,cleaner,3/20/1978
2433,Ginni Knapton,cleaner,11/19/1955
9814,Urbano Parrish,stock clerk,7/15/1914
9849,Trevar Tench,supervisor,3/13/1977
1789,Justin Towler,supervisor,8/24/1938
7531,Putnam Curtayne,cleaner,7/8/1922
7029,Andrea Dunnico,cashier,7/5/2015
6886,Roxi O'Dowd,assistant manager,9/29/2001
5413,Fidelity Willshere,customer service representative,11/26/1974
8355,Aloysius Duffan,customer service representative,12/4/1993
9271,Manny Whawell,manager,10/24/1910
7893,Haven Nelius,supervisor,1/4/1943
1026,Earl Tarbert,cashier,3/2/1978
4423,Annaliese Moloney,cleaner,7/21/2001
6593,Risa Faulkener,vendor,4/20/1994
5453,Agata Conklin,cashier,7/4/1989
6022,Alvis Ibbitt,sales associate,1/29/1952
2520,Kincaid Luckin,stock clerk,3/26/2019
6330,Danya Mathieu,customer service representative,6/27/1916
5872,Amandi Olliver,manager,7/14/1914
8638,Keriann Cawthera,stock clerk,4/9/1926
284,Rudyard Zelland,cashier,1/17/1955
9148,Ermentrude Flute,security guard,8/7/2013
3458,Peggi Tomik,vendor,8/14/1907
3310,Dario Rennebeck,vendor,8/13/2000
633,Roy Everwin,vendor,3/29/1992
1467,Ivory Raylton,customer service representative,3/3/1903
7071,Linette Friett,cashier,6/15/1914
4778,Elia Klimus,supervisor,7/4/1939
1626,Margo Blanchflower,supervisor,11/7/1923
773,Thorvald Infante,assistant manager,6/9/1971
7377,Mart Burmaster,vendor,9/5/1958
6991,Palmer Haimes,vendor,12/23/1981
4261,Dacie Crepin,cleaner,1/26/1951
8859,Darline Furnell,supervisor,2/19/1922
9915,Maurits Gresley,cleaner,2/6/2004
7026,Milt Stenet,cleaner,10/2/1919
2753,Gavrielle Ivanyushkin,cashier,5/1/2011
9149,Tiffie Kachel,cashier,3/15/1948
6267,Dolores Fernez,sales associate,6/2/1990
7872,Heath Saunders,supervisor,12/4/1976
472,Devinne Oddy,manager,12/4/1975
786,Alanson Kropach,cleaner,3/13/1951
274,Heda Gorring,cashier,11/28/1945
623,Brianne Boughey,cleaner,12/27/1962
8517,Rhett Carnock,customer service representative,10/28/1974
1544,Deonne Hanssmann,vendor,12/23/1975
3225,Florry Stancliffe,manager,12/11/2011
8186,Udale Leggon,stock clerk,5/15/1943
4946,Olav Daud,customer service representative,5/22/1943
359,Janene Jubert,cleaner,8/31/1956
2323,Niki Cockran,cashier,8/21/1921
7895,Breanne Alston,customer service representative,2/12/1945
1134,Liane Byrnes,assistant manager,12/15/1964
9993,Xever Simcoe,cleaner,2/22/1944
4471,Garnet Idle,cleaner,9/17/2019
6105,Renaud Gainsbury,vendor,7/2/1910
637,Padraic Lillgard,sales associate,10/10/1919
6922,Nickolaus Conybear,security guard,3/20/2019
1917,Blakeley Knobell,supervisor,2/14/1941
2754,Loutitia Wolstenholme,stock clerk,1/12/1916
4541,Julita Brelsford,customer service representative,7/6/1904
5895,Mira Swiffin,manager,8/21/1974
5659,Giorgio Haberjam,manager,7/31/1962
6399,Randal Finnie,cleaner,11/18/1962
9645,Helyn Hedditch,manager,5/18/1911
2502,Jarrid Melvin,assistant manager,6/20/2006
8424,Oswald Attaway,vendor,1/9/1946
2678,Halley Colleymore,assistant manager,1/2/1945
1826,Katerine Tschersich,stock clerk,8/21/1961
3268,Felicdad Caplis,security guard,6/23/1943
1875,Eadie Acres,sales associate,9/24/1982
2852,Garner Morville,sales associate,9/8/1934
3008,Tammie Alesbrook,security guard,8/25/2012
338,Althea Tappor,sales associate,2/26/2015
3437,Gilda Meechan,manager,3/4/1988
6542,Ida Watters,manager,7/25/1988
2834,Bil Staniland,vendor,12/3/1956
9427,Ruddy Boylin,manager,4/14/2023
5533,Samaria Huntingdon,assistant manager,3/18/2020
8470,Sidney Skewis,stock clerk,5/18/2001
4792,Deane Arnson,supervisor,9/8/1935
3351,Dante Kaines,manager,9/17/2004
5701,Luz Brellin,cashier,11/11/1921
3934,Joyce Bishopp,manager,12/3/1964
5551,Donelle Jenton,customer service representative,8/19/1901
3361,Malachi Habard,cleaner,6/27/1979
6642,Orsola Korba,cleaner,2/8/1992
9831,Kingsly Moorrud,manager,9/7/1937
8213,Clarice Walrond,security guard,6/2/1976
259,Smitty Pagon,cleaner,9/13/2023
4711,Staci Wilce,stock clerk,10/22/1973
697,Clarette Snassell,sales associate,1/15/2023
2722,Greer Harner,security guard,9/18/1906
3204,Ozzy Trollope,customer service representative,5/15/1985
7585,Cynde Courtliff,stock clerk,10/11/2016
1866,Marwin Stollenberg,security guard,8/12/2018
556,Griswold Houndsom,sales associate,1/2/1910
7496,Billy Gallichiccio,assistant manager,4/20/1999
3059,Virgie Fischer,security guard,3/15/1998
2957,Cristin Rayworth,cleaner,12/18/2012
1502,Rancell Telling,supervisor,2/13/1914
1303,Agnola Craythorne,customer service representative,2/16/1924
1802,Gavra Lambourne,cashier,11/16/1922
278,Bathsheba Hummerston,stock clerk,11/28/1915
793,Madison Rickis,cashier,1/28/1983
5706,Jobyna Guerrieri,security guard,2/9/1958
838,Tod Renforth,sales associate,12/26/2023
5097,Jenni Feake,vendor,8/7/2007
518,Christa Aldin,security guard,1/5/1956
4753,Carlita Milvarnie,security guard,6/25/2022
7932,Lucita Meth,assistant manager,6/24/1979
5360,Frans Lindenbluth,supervisor,7/25/1925
3479,Steward Ledwitch,security guard,5/2/1967
8105,Rog Vidler,sales associate,2/10/1939
2033,Ab Flook,security guard,4/9/1937
5213,Karl Hodge,customer service representative,7/22/2004
388,Emalee Buxy,assistant manager,12/11/1904
3871,Feliza Robbeke,stock clerk,9/5/1904
6743,Oliviero MacPaike,manager,10/25/1952
7086,Myrtie Skoughman,security guard,6/5/1928
4188,Costanza Deppe,cleaner,3/8/1980
7814,Bekki Jendrassik,customer service representative,8/1/1951
4095,Johnathon Syphas,stock clerk,8/5/1948
452,Theadora Stitch,customer service representative,3/20/1996
1884,Carolina Newlands,customer service representative,3/26/2019
2801,Ave Brookz,security guard,10/18/1951
8179,Robbie Mabley,supervisor,5/16/2013
1921,Fraser Klimentyev,supervisor,4/21/2014
4356,Lotte Avory,vendor,5/11/1957
4723,Clary Yakovl,stock clerk,1/3/1928
9523,Ninon Tee,assistant manager,7/31/1961
893,Konrad Tillerton,vendor,8/25/1907
6214,Delano Cammidge,vendor,8/17/1955
8850,Terry Oughtright,security guard,8/3/1994
5471,Bud Lumley,cleaner,5/5/1989
441,Elisabet Gair,cashier,8/5/2000
9767,Tabbi Estoile,cleaner,5/19/1944
7075,Dougy Giacovazzo,supervisor,6/5/2014
3098,Morgan McManus,cleaner,5/11/1938
9944,Brittney Quaintance,security guard,4/10/1977
8360,Lloyd Zamora,cashier,7/30/1981
3528,Ruthie de Courcy,assistant manager,5/16/2010
7578,Constantine Laxe,manager,6/23/1945
4875,Marcela Padefield,cleaner,10/12/1926
7056,Rowan Dorling,assistant manager,3/10/1915
2585,De Spoure,stock clerk,3/29/1932
7668,Lester Benton,security guard,3/2/1979
8585,Rory Webby,manager,12/6/1971
7157,Konstanze Luckey,supervisor,6/30/1911
9845,Marcello Libbie,vendor,1/1/1962
7914,Doralynn Osburn,cashier,2/4/1930
945,Griz Kentwell,stock clerk,7/4/1932
6363,Zsa zsa Floweth,cleaner,4/6/1941
7827,Gavra Fludgate,stock clerk,5/27/2013
8240,Cicely Stamp,sales associate,8/2/1979
4923,Kaycee Dufty,security guard,8/19/2018
8192,Kyle Scoyles,stock clerk,7/24/1926
1801,Belva Tooze,vendor,2/26/1982
701,Ardine Paireman,cashier,8/25/1944
194,Killie Baudou,vendor,9/7/1900
7351,Pearla Birrane,cashier,12/20/1933
5074,Yevette Reggler,security guard,12/2/2003
9436,Giffie McMillam,stock clerk,8/19/1998
14,Rodney Skoggings,sales associate,2/16/1988
7038,Berny Klaves,manager,9/15/1991
1539,Wynny Tilley,manager,1/10/1901
8677,Ally Poller,stock clerk,6/15/1961
410,Liliane Teck,supervisor,8/6/1965
4053,Ana Grummitt,assistant manager,11/23/2024
1747,Wilhelm Ryland,cashier,8/31/2003
6814,Armando Bril,security guard,1/26/2021
4952,Pate Brusby,assistant manager,8/24/1903
8670,Lidia Godthaab,manager,5/18/2021
9864,Leigh Chad,security guard,1/3/1958
2482,Vitoria Denison,stock clerk,11/20/1943
3209,Frederigo Buswell,cashier,2/16/1964
9536,Electra Kelledy,customer service representative,4/5/1976
2693,Rossie Corck,stock clerk,2/25/1972
5058,Robbie Rearie,manager,11/18/1994
2156,Jesselyn Cawkwell,cleaner,4/26/2016
5620,Sheppard Spurr,customer service representative,10/12/1984
7197,Valma Silverlock,sales associate,8/28/1968
6097,Gussy Camacke,cashier,4/16/1909
4384,Julienne Nelles,cashier,9/2/1939
5792,Sydney Pasterfield,cashier,6/9/1922
8183,Aubrey Pendall,supervisor,2/1/1915
626,Terrell Bielby,supervisor,8/20/1900
5107,Elizabeth Espine,vendor,9/21/1903
1814,Shermy Smellie,sales associate,4/24/1902
911,Palmer Kunz,security guard,8/29/1929
7586,Kristopher Rantoull,stock clerk,5/23/2006
6081,Vinny McPhail,manager,8/25/2013
1495,Emelina Shortland,stock clerk,12/17/1920
9494,Adaline Mugridge,manager,8/24/1953
3049,Caesar O' Dornan,supervisor,6/2/1907
6990,Lazarus Duckers,assistant manager,11/21/1933
482,Christalle Rougier,supervisor,8/13/1929
4407,Charyl Briance,customer service representative,5/14/1950
5470,Barby Kippie,stock clerk,4/4/1982
6639,Roderigo Convery,vendor,12/2/2006
980,Kirby De la croix,customer service representative,11/13/1955
2861,Graig Philler,assistant manager,2/22/1908
8104,Horatio Towersey,manager,3/22/1905
3979,Lucina MacDunleavy,manager,8/18/1944
3169,Vail Seaward,customer service representative,12/30/2019
9106,Helyn Speir,cashier,12/14/1903
2392,Samson Ridgewell,supervisor,2/8/1955
7375,Vasili Whyatt,manager,5/3/1975
401,Yvon Bahlmann,security guard,2/1/2017
6388,Rosabelle Hatcher,security guard,1/20/1940
9493,Moyna Wantling,assistant manager,9/6/1986
2423,Nadiya Studdeard,sales associate,5/29/2002
11,Nelle McElrath,customer service representative,7/7/1967
1510,Con Bodley,supervisor,10/28/1942
5027,Grenville Heersema,vendor,12/11/1997
5475,Nappy Crowcombe,vendor,4/25/1943
2470,Zena McCartney,cleaner,3/17/1998
256,Carine todor,vendor,8/19/2019
3498,Addie Sains,stock clerk,3/13/1907
1930,Christal Orrick,stock clerk,7/16/1904
6857,Kesley Keay,cashier,7/5/1913
9707,Gabby Doreward,security guard,12/4/1976
1521,Arvie Leyban,assistant manager,5/20/1987
2141,Sanson Rawls,assistant manager,3/30/1979
6921,Bone Tambling,manager,1/12/1962
4350,Briant Wilbor,cashier,9/24/1921
3742,Sunny McIlenna,assistant manager,3/5/1934
7167,Berke O'Scully,security guard,3/2/1917
3639,Olga Baldock,assistant manager,1/30/1969
4127,Jaimie Moule,sales associate,12/28/1990
8822,Jaclin Oakland,security guard,11/14/1943
2769,Jeremy Gwillym,assistant manager,2/28/2012
1320,Hugo Scheffler,sales associate,6/26/1923
6602,Kimberlee Sonier,assistant manager,11/26/1952
6898,Thane Flanne,cleaner,3/21/1962
3388,Clarey Reedman,cleaner,12/22/1957
7504,Roselle Meeron,assistant manager,8/27/1989
6356,Bryon Woolger,supervisor,10/4/1959
6636,Sena O'Lennane,supervisor,3/30/1915
4883,Ania Pollins,stock clerk,12/5/1911
2222,Rudolf Wyrall,customer service representative,6/14/1977
9106,Gilly Brailey,supervisor,12/11/1949
4472,Cliff Hicken,customer service representative,9/25/1910
4369,Ethelind Donnel,assistant manager,1/3/1930
6083,Helsa Goodfield,cashier,8/9/1997
8744,Benedetta Gaunter,cleaner,4/15/1977
3107,Rocky Doumer,cleaner,9/9/1934
5042,Renato Caen,cleaner,5/11/1968
4975,Bary Forsyde,customer service representative,8/18/1905
936,Augustin Jarmyn,cleaner,12/10/1905
7316,Odille Pyrton,sales associate,3/9/1940
6867,Ginger Coysh,supervisor,3/29/1912
1188,Charita Leel,security guard,10/29/1998
688,Hedvig MacDuff,cleaner,6/4/1997
7936,Liz Rounsivall,stock clerk,4/25/1984
7281,Vinita Bramwell,supervisor,3/23/1987
7954,Felecia Maccrea,manager,8/18/1924
3256,Dina Picheford,cashier,2/20/2023
804,Godard Gronav,sales associate,4/23/1901
9896,Deni Sessions,sales associate,5/10/1962
1221,Edmund Binyon,sales associate,7/27/1915
2223,Rita Maytum,cleaner,2/16/2012
4254,Rhea Downs,customer service representative,8/17/1945
6783,Madlen Tolson,supervisor,7/29/1944
248,Rand Sturmey,manager,3/29/1948
2233,Wilhelm Waldocke,vendor,3/6/2004
1562,Barrett Benitez,assistant manager,1/28/2005
2713,Sophronia Harman,manager,8/10/1966
55,Celle Lazonby,cleaner,5/1/1903
2274,Riley Rahl,sales associate,12/5/1958
8719,Gerhard MacKim,customer service representative,9/30/1967
5299,Amie Mabb,security guard,6/6/1942
1987,Tessy Muehler,manager,12/30/1944
2096,Rodrique Harris,cashier,12/16/1902
8563,Benedikta Feragh,cashier,6/22/1955
836,Gusella Azemar,supervisor,6/5/1984
9356,Ivette Melling,sales associate,6/22/2001
6803,Sloan Sporner,security guard,8/7/1983
1263,Elvin Labone,sales associate,4/7/1968
8873,Karilynn Nuttey,supervisor,8/4/1955
6355,Katuscha Van der Beek,customer service representative,8/7/1926
1673,Johannah Paur,customer service representative,9/17/1937
9673,Vicky Leak,supervisor,7/7/1974
9731,Miguela Volker,security guard,4/21/1927
1818,Tulley Philippson,stock clerk,1/31/1976
5508,Mallory Sanderson,manager,5/30/1927
3171,Wilburt Casaroli,customer service representative,8/17/1908
4551,Edmund Lippingwell,cleaner,12/14/1970
6517,Jeniece Wermerling,vendor,8/18/2003
4616,Malina Graben,sales associate,8/16/2016
621,Arron Crewe,customer service representative,8/4/1940
2354,Addison Guinnane,customer service representative,11/21/2023
4871,Stacia Graundisson,stock clerk,1/5/1944
8267,Kristofor Callen,cashier,1/31/1910
3616,Darsie Ondrich,cleaner,7/30/1917
7837,Guy McLaughlin,security guard,1/21/1958
6255,Xavier Pigney,manager,8/5/1946
6846,Benito Ludlem,cleaner,1/11/1969
465,Milt Hessle,sales associate,2/13/2017
9437,Valerie Labes,cashier,2/18/1993
9654,Erin Epgrave,sales associate,1/27/1990
5944,Elsa Walby,stock clerk,10/1/1961
5802,Brendon Seals,security guard,7/12/1920
4760,Roddy Pelling,customer service representative,4/22/2006
5995,Marlee Norker,stock clerk,2/10/2007
4526,Aharon Astill,manager,10/9/1961
